SEX		AGE		HEIGHT		WEIGHT
2		51		66		150
1		39		69		225
2		34		64		155
1		46		68		170
2		80		62		170
2		37		66		157
2		41		63		135
1		48		70		220
1		66		73		145
2		70		65		190
1		66		64		165
2		57		64		133
1		54		71		195
2		46		64		120
2		64		61		168
2		23		66		180
2		48		65		189
2		28		63		130
2		52		62		178
2		85		68		135
1		26		75		170
2		82		60		135
2		32		67		165
2		76		60		150
2		29		64		271
1		32		71		175
2		73		63		115
1		66		68		242
2		43		65		174
2		50		68		200
1		25		72		185
1		18		71		172
1		25		68		148
2		28		62		160
1		85		68		182
2		80		61		200
2		68		64		146
1		62		70		280
2		56		67		175
2		50		66		135
1		57		67		230
2		69		65		204
2		39		64		260
1		58		65		200
1		80		70		200
2		63		69		250
2		51		65		120
2		77		62		165
2		78		59		139
2		42		66		200
2		21		64		124
1		48		71		196
2		30		64		160
2		38		63		115
2		77		65		177
2		46		67		140
2		24		65		130
2		63		62		110
2		65		63		148
1		25		72		260
2		68		64		150
2		70		64		180
2		57		60		112
1		64		74		235
1		62		67		175
1		55		72		260
2		69		62		135
1		47		65		180
1		53		71		185
2		85		67		160
1		78		76		228
2		69		62		180
2		29		65		165
1		27		70		165
1		20		71		209
1		61		68		261
2		63		62		158
2		64		61		110
1		82		73		240
2		50		65		240
2		57		61		117
1		68		76		220
2		43		60		130
1		55		72		208
1		67		73		194
2		85		62		121
1		36		66		175
2		52		62		180
2		60		69		142
1		66		72		196
1		68		71		200
2		85		67		130
1		85		73		220
1		66		67		175
2		85		66		134
1		66		70		207
2		64		64		124
2		39		67		150
2		44		66		213
2		85		62		123
1		81		74		200
2		30		69		190
1		18		67		180
2		52		65		180
1		47		71		220
1		35		70		200
2		70		65		198
2		57		63		110
2		57		60		156
2		71		64		130
2		85		67		148
1		56		73		210
1		58		68		218
2		58		68		140
2		57		64		170
1		68		68		147
1		33		72		182
2		28		65		125
2		79		67		190
1		39		69		289
2		70		64		200
1		43		71		210
2		64		61		150
2		85		62		155
2		49		62		198
2		40		63		160
2		56		65		185
2		51		63		170
2		58		65		201
1		19		68		126
2		61		68		185
1		35		68		150
2		29		69		274
1		81		66		195
2		43		66		200
1		21		74		200
2		50		64		116
1		72		72		240
1		58		72		198
1		64		69		163
1		52		71		185
2		51		59		141
2		36		64		132
1		27		68		150
1		62		70		175
2		31		65		140
2		61		67		150
2		45		66		190
2		25		63		200
1		61		69		224
1		45		67		195
2		46		66		208
1		20		66		130
1		60		71		180
1		63		70		167
2		77		64		104
1		30		67		195
1		73		73		213
2		53		66		193
1		41		66		196
1		32		68		180
1		63		71		192
2		40		61		125
2		28		64		130
1		54		74		240
1		66		71		200
2		69		64		250
1		66		69		182
1		56		73		190
2		83		63		110
1		54		74		225
2		85		63		175
1		54		72		260
2		42		63		250
1		27		67		180
2		74		62		159
2		57		64		145
1		61		69		205
1		21		67		160
2		56		67		150
2		37		63		100
2		69		64		155
1		67		69		220
2		57		61		195
1		64		68		220
1		29		68		140
2		60		63		180
1		36		71		250
1		27		70		180
2		53		63		120
2		80		59		142
2		31		61		159
2		20		64		120
2		85		62		145
2		78		62		135
1		83		70		180
2		54		65		175
2		67		66		221
1		29		71		195
2		71		69		195
1		68		67		199
2		40		60		140
1		68		72		220
1		65		70		212
2		44		68		260
2		54		61		150
1		35		71		190
2		83		70		175
1		75		69		210
2		53		65		217
1		34		67		180
2		36		65		158
1		85		69		182
1		60		70		220
2		71		70		160
1		84		70		165
2		27		68		250
1		37		67		250
2		84		60		130
2		74		66		165
2		66		61		195
2		79		66		127
1		29		71		215
2		72		62		220
1		43		68		235
1		56		68		168
1		27		69		205
1		26		73		240
2		58		67		170
1		57		69		250
1		30		74		255
1		70		73		224
2		44		61		220
1		38		70		180
1		85		72		168
1		49		70		185
2		46		62		160
2		62		64		190
2		61		62		160
2		77		63		170
2		23		66		233
2		46		64		180
1		72		64		130
1		27		71		178
2		61		65		202
1		47		71		154
2		75		65		150
2		51		64		172
1		78		71		200
2		70		65		235
2		85		64		124
2		59		63		145
2		19		64		125
1		61		66		188
2		67		66		184
1		66		72		210
1		57		70		170
2		47		65		130
2		37		60		185
1		85		68		180
2		46		61		120
2		31		66		180
1		25		72		190
2		58		67		181
2		46		63		210
2		60		64		165
2		58		68		215
1		53		70		210
2		75		65		111
1		74		70		217
2		57		63		175
2		69		67		200
2		48		66		240
1		61		66		212
1		66		69		170
1		61		68		169
2		63		60		197
1		31		67		155
1		80		75		245
1		28		71		198
1		64		68		155
1		63		71		193
2		67		60		128
2		78		61		100
1		50		72		185
2		70		64		140
2		21		64		250
2		72		64		172
2		59		65		257
2		55		64		175
2		85		63		140
2		34		67		273
1		70		70		180
1		19		69		165
2		44		63		200
1		64		68		165
1		66		74		200
2		37		60		160
1		43		67		150
1		53		65		280
1		63		70		265
1		39		71		185
2		28		63		134
2		57		60		110
2		42		59		160
1		33		70		186
2		82		62		170
1		76		69		215
2		36		66		138
1		31		69		170
2		37		64		229
2		65		66		225
2		47		65		160
1		72		70		140
2		80		65		135
2		40		63		120
2		55		64		185
2		58		70		198
2		85		61		195
2		42		65		154
1		72		71		226
1		27		69		160
2		38		62		190
1		68		68		192
2		74		69		164
1		18		68		150
1		31		70		178
2		30		60		163
1		40		69		220
2		31		66		150
1		70		70		175
1		25		65		140
2		52		63		160
2		41		60		230
1		57		66		275
1		28		71		205
2		25		61		140
2		21		65		190
2		67		63		180
1		23		67		190
2		62		62		142
2		44		61		105
2		81		60		150
1		64		74		260
1		47		67		161
1		64		69		220
2		74		65		262
1		35		71		225
1		34		64		160
2		20		67		200
2		31		66		200
2		65		64		192
2		57		64		130
2		64		65		220
1		69		71		270
1		70		66		195
2		57		65		165
2		52		64		200
2		74		60		155
2		44		63		148
2		29		65		145
2		62		62		130
2		31		67		230
2		44		67		125
2		85		64		158
2		26		68		170
1		57		66		155
2		46		66		135
1		50		70		214
1		37		74		215
2		67		69		131
2		85		62		253
2		59		66		151
2		78		61		167
2		60		63		155
2		47		67		130
1		66		71		170
2		82		62		150
2		82		67		200
1		55		69		170
1		73		74		220
2		66		66		142
1		56		67		165
2		55		65		248
2		73		63		173
2		78		60		161
2		51		61		135
1		33		75		235
1		42		68		200
2		66		63		162
1		75		65		198
2		38		63		115
1		46		67		158
2		45		63		250
2		75		66		135
1		71		70		203
1		66		66		170
2		37		67		160
1		22		66		175
1		84		70		165
1		44		70		210
1		82		72		220
2		35		64		155
1		50		72		235
2		52		63		135
1		83		69		155
2		67		64		149
1		73		68		190
2		68		63		155
1		43		73		265
1		70		71		162
1		29		75		195
1		85		68		160
1		18		71		140
1		56		73		194
2		85		61		118
2		72		63		134
1		27		71		150
1		62		70		225
2		57		68		160
2		32		68		207
2		52		63		135
2		50		64		165
2		60		61		110
2		44		62		138
2		56		68		147
1		71		76		210
2		55		64		118
2		59		64		200
2		62		62		138
1		35		66		250
2		36		62		165
1		64		69		165
1		34		69		160
2		69		61		160
2		69		66		173
1		80		71		160
1		41		72		200
2		60		67		179
1		74		73		184
2		22		66		130
2		32		69		158
2		40		66		175
1		31		69		172
1		59		70		225
1		61		70		180
2		53		64		170
1		80		71		190
2		80		66		150
2		19		66		150
1		23		76		210
2		65		67		170
1		62		70		217
1		28		66		180
1		67		63		146
1		66		64		180
1		40		70		200
2		71		59		149
2		83		63		140
2		23		68		150
2		38		66		125
2		51		64		193
1		52		64		145
1		66		68		160
1		69		72		210
1		31		66		260
1		74		66		135
2		57		62		146
1		48		68		200
1		50		74		185
2		25		66		180
2		65		61		130
1		51		68		240
1		38		72		175
2		25		69		182
2		80		64		128
1		53		67		188
2		54		66		119
1		77		75		226
2		72		66		130
2		70		68		220
1		85		71		155
1		57		70		215
2		32		60		117
2		29		62		142
1		46		69		155
2		76		63		164
1		35		73		175
1		41		68		180
1		37		71		175
1		30		72		175
2		51		64		170
2		31		66		180
2		79		64		181
1		26		71		195
1		57		67		147
1		70		70		140
2		60		60		197
1		58		73		230
2		57		67		137
1		84		73		145
1		33		72		264
1		54		72		210
2		37		69		218
2		58		66		190
1		78		69		230
1		35		71		200
1		85		65		140
2		48		59		131
1		71		65		185
2		42		66		195
1		78		71		192
1		56		73		277
2		32		60		164
1		25		70		164
2		66		64		185
2		82		60		130
2		35		65		198
2		38		63		210
2		78		63		116
1		71		70		223
2		43		61		180
1		55		73		206
2		23		59		220
2		28		64		148
1		71		68		260
2		43		69		155
2		50		63		175
1		57		66		134
2		85		60		142
2		39		64		127
1		51		68		205
2		68		64		230
2		71		60		204
2		50		59		106
2		31		65		130
2		67		65		127
1		71		71		160
2		19		65		125
2		68		63		165
2		70		66		134
2		64		64		225
2		66		62		220
1		55		67		220
2		76		64		138
2		32		65		180
2		57		66		208
1		61		74		205
1		24		64		150
1		36		71		200
1		76		71		174
1		40		71		210
2		28		64		158
1		23		74		230
2		30		61		175
1		68		73		218
1		57		65		145
2		53		68		160
1		43		71		220
2		65		64		135
1		66		67		220
1		63		67		165
1		85		69		160
2		36		68		168
1		56		72		274
2		63		67		202
1		53		70		270
1		82		64		160
2		81		65		120
2		31		66		165
1		69		66		160
2		57		67		190
1		76		67		152
1		72		66		180
2		56		65		120
1		62		65		176
1		40		67		175
2		25		65		110
2		48		68		175
1		61		68		184
2		44		62		127
2		42		59		107
1		33		65		130
1		71		71		208
1		45		68		150
1		58		71		210
2		77		60		150
1		22		68		145
2		45		61		136
2		42		65		105
1		85		71		235
2		58		63		155
2		22		63		195
2		45		67		138
2		71		62		123
2		72		60		160
2		48		63		148
1		31		70		160
2		73		59		130
1		62		66		150
2		60		67		110
2		28		66		130
1		39		68		170
2		85		64		139
1		34		64		180
1		68		72		170
2		55		66		122
2		63		68		140
2		76		59		142
1		85		68		160
1		61		74		230
1		30		74		180
1		23		72		140
2		49		64		165
2		49		67		185
2		23		65		150
1		62		76		165
2		57		63		170
1		43		68		180
2		54		64		205
2		78		59		240
1		63		69		248
2		85		59		100
1		50		73		250
2		47		65		140
1		57		66		193
1		80		69		172
1		45		68		190
1		20		74		190
2		67		63		130
2		50		65		249
1		29		72		190
1		83		68		165
2		78		61		155
2		59		62		182
1		45		65		140
1		85		64		158
2		30		64		105
2		40		61		142
2		34		60		100
2		35		64		130
1		43		68		185
1		26		75		175
1		34		67		172
2		56		64		147
1		67		69		186
1		28		68		175
1		67		73		197
2		61		69		145
2		27		63		145
2		47		66		195
1		61		73		160
2		69		66		132
2		77		61		165
2		37		63		107
2		41		64		140
1		39		70		255
2		60		61		185
2		83		65		160
1		64		72		227
1		64		69		240
2		85		67		200
2		37		68		165
1		26		73		250
2		56		62		150
1		55		69		165
2		54		65		187
1		35		76		225
1		43		76		180
1		42		65		235
2		61		64		130
1		57		70		250
2		29		63		175
2		43		64		170
2		58		62		125
2		50		67		137
1		63		75		200
2		22		61		115
2		68		68		196
1		42		72		215
2		41		63		147
1		63		71		182
2		56		62		130
1		66		70		170
2		67		62		155
1		65		73		255
1		82		68		165
1		49		66		164
1		70		66		151
2		35		68		182
2		34		65		165
1		33		67		200
2		38		63		170
2		58		63		137
1		57		68		235
1		41		67		180
2		58		63		179
2		20		62		120
2		85		65		195
1		55		64		145
2		44		66		192
2		76		62		180
1		37		70		153
2		47		65		180
1		34		72		240
2		25		62		150
2		52		64		210
1		63		70		130
2		39		59		110
1		60		67		155
1		51		72		213
2		78		60		140
2		30		67		130
1		54		71		250
2		22		65		116
2		43		67		190
1		34		69		146
2		42		65		180
1		84		69		160
2		24		61		135
1		43		67		163
2		49		66		145
2		85		61		173
1		78		65		150
2		41		62		180
2		37		68		150
1		36		68		210
2		66		65		110
1		47		67		220
1		20		72		180
2		83		67		129
1		70		69		230
2		78		63		180
2		60		64		202
1		18		69		180
1		29		70		140
1		79		68		250
2		49		65		142
1		28		73		205
1		34		71		240
1		37		69		145
1		23		72		180
1		47		69		184
2		45		63		120
2		61		65		200
2		26		63		120
2		73		64		178
2		58		60		250
2		30		67		240
2		65		66		145
1		30		72		180
1		36		70		230
1		51		69		160
2		69		60		142
1		38		71		180
1		29		69		184
2		65		65		223
1		82		68		145
1		51		64		175
1		29		69		230
2		60		68		140
2		37		63		170
1		72		71		226
2		64		59		125
1		39		66		160
2		38		66		115
1		62		74		264
2		42		60		122
2		57		68		240
1		50		69		193
1		28		69		190
2		61		62		111
1		33		72		200
2		71		64		155
1		71		69		172
2		27		60		184
2		39		66		239
1		19		67		250
1		85		63		135
1		75		71		195
1		56		64		155
1		50		70		185
1		57		68		200
1		42		69		284
2		85		62		123
2		21		63		126
1		76		69		260
1		81		67		140
2		67		62		128
2		31		68		153
1		75		65		176
2		62		64		192
2		56		65		185
1		55		72		180
1		67		70		216
1		40		74		175
2		30		63		110
2		38		66		250
2		33		67		130
1		25		71		230
2		32		63		180
1		34		66		180
2		49		63		160
1		44		67		165
1		69		73		212
1		60		68		200
1		50		68		185
1		56		69		240
2		70		62		135
1		83		72		200
2		41		66		213
2		42		62		160
1		60		71		250
1		31		69		165
1		79		73		242
1		69		69		189
1		62		71		190
2		18		60		140
1		30		70		287
2		85		64		160
2		25		68		130
1		73		70		178
1		30		71		230
1		25		71		170
1		51		70		250
1		62		70		225
1		34		68		165
1		67		76		198
2		45		64		132
2		79		61		138
2		59		67		206
2		44		62		158
2		31		68		212
1		70		67		165
1		72		72		140
2		81		62		147
1		72		69		232
2		60		66		130
2		31		66		190
2		39		61		140
2		43		66		120
2		69		65		160
1		51		70		185
1		38		72		215
1		61		71		190
2		85		62		222
1		58		67		172
2		28		67		200
1		50		69		178
2		24		67		150
1		45		72		220
2		55		70		250
1		85		67		172
1		40		75		195
2		74		67		200
1		66		74		230
1		77		69		223
2		78		63		115
2		76		62		179
2		64		63		145
2		48		69		174
1		27		72		200
2		32		59		162
1		62		70		298
2		53		63		170
2		74		67		182
1		43		74		220
2		59		64		130
2		75		62		144
1		38		73		230
2		53		64		215
1		44		70		283
1		36		69		183
2		73		62		135
2		46		65		142
2		44		62		130
2		55		67		170
1		74		73		245
1		43		69		173
1		43		70		230
1		56		69		230
2		43		66		270
2		70		67		200
1		85		71		200
2		35		66		209
1		46		74		195
2		48		62		170
1		69		68		165
1		62		68		165
1		23		64		150
1		37		76		205
1		38		73		260
1		79		70		205
1		74		66		157
2		70		63		150
2		31		62		140
1		23		73		248
2		27		64		127
2		65		65		136
1		85		71		200
2		48		66		125
2		65		64		185
1		70		70		215
2		23		67		130
2		32		65		210
1		27		70		160
1		29		69		180
2		52		63		145
1		72		66		150
1		41		70		165
1		26		74		225
1		21		73		165
2		55		63		245
1		75		68		285
2		30		61		190
2		19		62		125
2		18		66		181
2		40		62		140
2		70		64		187
1		80		68		190
2		38		67		135
2		40		61		170
2		78		70		200
1		63		76		270
2		74		64		150
2		24		65		145
1		68		71		170
1		77		70		265
1		38		70		250
1		43		75		185
1		43		73		230
2		29		64		140
1		36		68		226
1		58		70		205
2		74		62		120
1		66		71		130
1		73		72		185
2		67		64		230
1		36		68		186
2		85		61		160
1		21		69		185
1		73		69		200
1		41		71		248
2		72		66		180
1		63		69		182
2		41		68		180
2		36		66		180
2		68		62		253
1		75		68		208
1		66		69		240
2		42		66		170
2		77		63		134
1		46		73		195
1		35		71		172
1		29		66		185
2		54		69		250
1		49		70		185
2		32		63		130
1		36		66		190
2		65		62		134
1		22		67		173
2		82		63		169
2		46		68		220
1		40		71		182
2		20		67		200
1		59		67		185
2		37		62		180
2		77		61		130
1		24		72		160
1		46		76		210
2		67		65		200
1		54		68		167
2		50		67		250
2		21		68		184
2		37		60		165
1		34		74		190
1		28		69		155
1		22		70		225
2		56		66		138
2		42		64		235
1		60		73		230
2		72		66		183
1		67		68		180
1		27		70		210
1		42		70		227
2		27		66		180
1		39		69		265
1		24		71		190
1		45		69		210
2		55		64		154
1		70		68		231
2		85		64		115
1		37		69		150
2		63		62		200
2		46		64		150
1		50		67		245
1		64		66		150
1		27		73		220
2		85		61		143
2		63		62		145
1		31		68		170
1		31		75		220
1		52		67		193
1		34		72		185
1		84		68		198
2		50		68		148
2		73		60		185
1		80		71		165
2		33		65		150
1		53		70		220
2		20		66		154
2		85		63		174
1		69		73		210
2		49		65		185
1		32		71		220
1		24		73		265
2		63		62		160
1		64		66		172
1		33		69		185
1		33		66		150
2		42		62		110
2		85		60		125
1		24		66		140
1		64		71		198
1		72		68		249
1		48		74		240
2		40		66		190
1		84		70		180
2		51		60		150
1		29		75		237
1		56		68		180
2		23		65		120
2		64		67		199
2		67		63		120
2		23		63		160
2		50		65		154
1		25		66		230
1		24		74		170
1		58		73		210
2		79		63		132
1		27		67		189
1		39		73		210
2		29		64		130
1		58		70		165
2		39		62		125
2		74		66		150
1		39		67		260
2		30		67		173
1		85		76		200
2		35		59		130
1		40		68		179
1		45		76		280
2		38		65		136
1		58		72		210
2		47		64		145
2		70		60		138
1		73		69		220
2		59		64		216
2		82		65		167
1		74		75		210
2		68		67		155
2		60		63		190
2		54		67		160
2		73		62		130
2		40		62		172
1		60		67		205
2		33		62		134
2		65		62		167
1		44		70		220
2		64		64		180
1		57		66		240
2		77		64		120
1		39		74		265
1		67		71		203
2		38		64		210
1		72		68		195
2		42		66		240
1		22		69		130
2		23		62		175
1		85		65		195
2		32		69		165
1		74		70		210
2		69		62		114
2		36		63		230
1		72		70		215
1		54		72		255
2		54		66		135
2		43		65		135
2		41		62		170
2		36		63		133
1		43		70		185
1		21		72		185
2		29		62		145
2		61		66		163
1		49		71		155
1		60		73		158
1		65		71		240
2		25		64		121
2		48		66		235
2		20		65		132
2		68		62		179
2		59		63		170
1		55		76		210
1		68		68		185
1		40		70		215
2		62		64		150
1		81		72		200
2		74		68		139
1		65		65		210
2		26		67		155
2		34		65		140
1		70		74		230
2		57		67		143
2		67		64		225
2		56		64		165
1		59		67		200
2		70		66		118
1		56		68		160
1		26		65		180
1		61		72		207
1		85		71		150
2		63		59		128
1		40		74		179
2		67		62		127
1		31		72		198
1		23		68		215
1		44		64		152
2		68		61		168
2		51		64		185
1		43		69		165
1		33		70		158
1		58		69		165
2		69		63		120
1		71		69		240
1		75		72		181
2		64		63		199
1		74		72		150
1		46		68		170
2		76		59		115
2		68		66		148
2		43		62		169
1		31		69		295
1		59		72		180
1		41		67		140
1		85		70		150
2		40		66		176
2		82		62		145
1		57		69		196
2		69		68		165
2		18		67		140
1		61		63		130
2		37		64		140
2		33		62		200
2		73		64		128
1		58		64		150
2		26		60		170
1		21		70		210
1		69		70		200
1		26		71		260
1		62		66		156
2		44		64		160
1		47		73		220
1		44		69		172
1		42		71		200
2		75		59		103
1		66		74		227
2		56		62		116
2		34		65		189
1		68		65		130
2		46		61		120
1		24		72		200
1		21		66		150
2		38		60		210
2		80		64		145
2		32		65		130
2		67		63		157
1		62		72		190
1		50		74		144
1		61		66		157
2		59		61		140
1		39		69		175
2		34		64		125
2		49		64		180
1		59		69		185
1		65		66		200
2		36		65		180
1		28		74		194
1		34		75		240
2		53		63		146
1		54		68		215
1		54		70		175
2		63		63		180
2		85		66		120
1		69		69		224
2		53		60		179
2		49		66		210
1		67		68		152
1		71		63		146
1		68		72		235
2		41		61		150
1		46		69		165
1		57		66		230
1		85		68		145
2		62		62		170
1		18		70		155
1		85		71		175
2		77		61		158
2		74		64		129
1		52		64		152
1		45		69		180
2		78		60		156
2		57		60		230
1		42		73		220
2		71		64		174
2		18		64		130
1		61		68		192
1		51		66		195
2		26		64		130
1		71		71		190
2		46		64		140
2		82		67		168
1		71		69		216
2		23		68		160
1		65		68		161
2		80		59		115
1		27		72		185
1		45		68		175
2		54		66		218
2		31		60		210
2		85		62		140
2		52		63		180
1		21		72		180
1		85		63		189
2		36		64		115
2		61		66		172
2		32		66		205
2		75		65		160
1		63		65		160
2		52		61		135
1		56		66		198
1		85		72		195
2		53		65		156
1		19		70		160
1		30		72		200
2		18		61		132
1		64		72		230
1		47		67		213
2		36		60		180
1		73		68		220
2		85		62		194
2		47		68		160
2		85		63		137
2		63		63		128
1		68		68		200
2		22		64		153
2		43		64		136
2		37		62		138
2		69		66		165
2		52		65		170
1		61		72		170
2		39		65		125
1		18		73		150
1		44		72		205
2		39		67		140
1		45		72		170
1		70		72		210
1		38		67		140
1		36		71		175
2		64		66		180
1		72		68		225
1		18		73		165
2		69		69		168
2		80		62		127
1		39		75		210
1		71		69		205
2		65		62		130
1		52		73		185
2		47		62		154
1		25		72		140
2		42		61		120
2		73		63		122
1		44		72		240
1		61		67		209
2		48		66		140
2		42		67		202
2		57		61		162
2		63		59		145
2		74		64		135
2		33		62		140
2		56		62		135
2		72		62		140
2		59		67		149
2		28		64		180
2		67		63		150
2		69		65		228
1		33		66		154
1		28		70		184
2		75		68		177
2		85		64		120
1		65		66		150
2		55		60		111
1		37		69		275
2		33		64		135
2		60		67		150
2		49		63		120
1		32		68		150
2		26		63		125
2		72		62		135
1		48		68		220
2		65		61		128
1		24		70		165
1		76		72		243
2		85		65		135
1		47		63		170
2		32		66		140
2		39		64		270
2		49		69		195
1		21		74		170
2		82		61		230
1		59		66		210
1		42		71		210
2		45		66		228
2		70		62		225
2		58		70		190
2		53		59		153
1		39		74		160
1		22		75		205
2		53		64		219
2		66		60		132
1		20		71		185
2		70		62		155
2		71		62		250
1		60		68		150
1		67		71		200
2		44		66		129
2		33		62		135
2		20		65		115
1		49		71		195
1		50		69		205
2		85		62		130
2		63		68		150
2		54		66		160
1		85		68		160
1		52		72		160
2		61		65		187
2		35		64		182
2		75		60		215
2		42		64		182
1		63		70		190
1		51		70		242
1		59		71		198
1		68		72		235
2		29		59		120
2		32		65		155
2		26		63		160
2		75		61		156
2		50		63		140
2		49		63		140
1		62		74		172
2		38		64		145
2		32		63		190
2		34		69		235
2		50		61		126
1		31		76		170
1		64		71		163
1		19		67		130
1		84		69		183
1		56		68		157
2		23		65		185
1		65		71		184
2		62		64		140
2		66		68		170
1		39		71		283
2		56		64		155
2		68		67		178
1		71		70		160
1		43		72		190
2		61		65		175
2		32		62		135
2		78		64		145
1		26		66		150
2		66		63		168
1		46		74		198
2		59		64		190
2		74		62		141
1		58		71		220
2		48		64		220
1		70		68		170
2		42		64		135
2		42		67		220
1		31		67		150
2		48		61		130
2		56		65		130
2		69		67		125
2		63		59		115
1		37		74		191
2		74		66		151
2		85		64		163
2		85		64		102
1		38		73		170
1		85		69		190
2		40		68		150
2		82		63		170
1		64		71		235
2		61		63		110
1		38		71		170
2		71		65		135
1		59		69		210
1		68		65		160
2		41		65		160
1		63		76		235
1		74		65		150
1		70		69		240
1		39		66		270
1		69		72		191
1		50		74		230
1		30		70		160
2		74		61		131
2		69		64		118
2		45		61		203
2		46		65		225
1		58		72		210
1		73		68		182
1		21		71		175
2		64		61		170
1		44		72		180
2		75		64		149
2		40		63		196
1		55		71		190
2		35		65		170
1		41		71		195
2		67		65		250
1		37		68		180
1		80		66		154
2		20		68		190
2		64		65		155
1		36		69		160
1		71		70		200
1		30		68		180
1		39		73		170
2		65		62		140
2		78		63		110
2		67		70		155
2		43		62		215
1		54		70		185
2		63		63		135
2		29		62		200
2		78		64		152
1		43		73		155
2		49		66		244
2		85		61		129
2		77		60		154
1		25		70		135
2		59		65		165
2		72		65		205
1		58		69		250
1		26		70		205
2		56		66		150
2		63		64		136
1		31		73		195
1		57		70		200
2		25		66		157
2		31		67		150
1		62		74		230
2		30		64		170
2		72		59		170
2		48		60		112
2		65		66		113
2		71		69		130
2		84		64		130
1		73		69		175
2		64		65		150
1		62		76		270
2		85		66		175
1		47		72		185
1		23		71		225
2		36		64		142
2		76		62		110
2		59		67		162
1		29		74		230
1		37		75		202
1		30		73		230
2		67		66		165
2		62		67		170
1		71		71		195
2		34		63		214
2		74		68		180
2		63		65		220
1		80		66		160
1		27		73		260
2		83		64		126
2		23		67		160
2		24		63		135
2		78		67		160
2		80		61		142
1		18		67		130
2		53		65		160
2		39		67		210
2		52		67		186
2		72		63		190
2		72		64		157
1		54		72		170
1		45		75		260
2		80		62		150
1		56		68		185
1		71		70		190
2		56		63		215
1		72		73		225
2		25		68		250
1		18		70		145
2		85		60		140
1		52		66		240
1		32		72		290
1		61		72		145
2		76		62		150
1		69		72		185
2		57		60		108
2		23		63		120
2		59		66		160
1		68		69		155
2		72		59		104
2		79		65		150
2		40		65		143
2		85		66		167
2		67		61		170
1		62		70		177
1		76		72		173
1		37		74		215
2		42		67		270
2		68		66		200
1		35		68		170
1		65		67		165
2		28		63		145
1		31		71		240
2		59		65		195
2		81		65		148
2		68		64		210
1		68		66		175
2		64		63		230
2		37		70		235
1		49		71		150
1		75		69		178
1		61		74		169
1		35		67		260
1		47		71		234
1		24		68		150
1		49		66		150
2		55		63		150
1		75		68		195
2		41		67		245
1		49		70		187
2		77		63		109
1		75		68		250
1		59		71		183
1		30		73		225
2		57		61		170
1		61		73		285
1		70		66		168
1		49		68		195
1		23		70		280
2		50		66		190
1		60		70		250
1		34		73		177
1		44		71		240
1		70		74		196
2		62		67		245
2		81		64		180
2		57		67		205
2		67		65		140
2		68		63		216
1		52		67		140
1		46		68		170
1		46		66		150
1		77		67		233
1		71		66		202
1		25		65		185
2		43		61		150
2		49		66		145
2		54		60		195
2		25		68		180
2		72		64		187
2		30		66		210
1		43		75		286
2		78		63		148
2		30		68		130
2		24		70		255
1		22		67		150
2		74		61		110
1		55		71		195
2		43		66		217
1		62		72		158
2		48		67		124
2		70		60		190
1		26		76		235
1		44		69		160
2		77		61		161
1		68		70		220
2		24		64		148
2		47		62		155
1		58		68		135
1		41		68		165
1		50		73		230
2		23		65		169
1		27		75		190
2		40		61		124
1		21		65		250
2		70		60		101
1		82		67		170
1		69		69		210
2		68		65		190
1		42		72		190
2		43		64		200
2		30		59		101
1		44		66		168
1		46		71		255
2		29		67		210
1		66		70		168
1		48		71		210
1		28		67		165
2		59		66		143
1		39		69		225
2		62		66		136
1		57		68		190
1		52		67		135
2		57		61		123
2		84		59		123
1		27		73		240
2		53		66		185
2		33		67		120
2		75		65		230
2		63		65		127
1		62		69		170
1		31		67		187
1		67		65		190
2		58		64		189
2		37		64		185
2		37		64		167
2		84		67		250
2		78		63		180
2		79		66		168
2		40		62		160
1		23		75		255
2		52		67		127
1		60		73		195
2		59		62		170
2		54		60		100
1		51		70		225
2		83		66		185
1		25		68		170
1		66		75		165
2		54		67		240
2		56		69		165
2		33		59		127
2		42		59		120
1		45		70		195
1		60		67		180
1		82		69		175
2		78		66		113
1		41		75		216
2		42		68		155
1		38		64		164
2		27		63		250
1		37		72		205
1		23		75		156
1		32		72		155
1		81		65		160
2		57		65		145
2		84		67		150
2		33		60		165
1		64		74		250
2		32		65		170
1		47		69		185
2		60		61		150
2		85		59		135
2		66		60		163
2		23		65		135
2		47		66		210
2		63		64		165
2		73		67		170
2		58		65		150
2		58		60		173
1		35		71		175
2		68		66		100
2		32		64		220
2		75		62		140
2		68		63		165
1		66		69		185
2		70		64		115
1		46		68		190
1		47		66		180
2		69		60		125
2		56		62		180
2		85		60		160
2		20		68		145
1		40		71		210
1		59		69		190
1		52		70		205
2		47		66		170
1		76		70		178
1		74		72		226
2		71		64		170
2		45		60		100
2		30		65		198
1		51		72		185
1		70		69		255
2		45		60		112
1		53		69		198
1		28		69		180
2		78		67		135
1		54		68		196
2		29		62		140
2		22		69		208
2		31		63		142
2		50		65		252
2		67		63		250
1		66		68		230
1		34		70		220
2		21		67		160
2		62		59		180
2		74		60		115
1		51		70		180
2		71		67		150
2		37		60		165
2		81		63		127
1		63		69		283
2		60		69		230
1		39		72		205
1		78		70		169
2		60		62		174
1		61		67		197
1		75		72		180
1		75		72		205
1		60		67		184
2		67		67		140
2		78		63		120
1		68		68		192
1		24		73		220
2		68		63		200
2		77		60		180
2		71		65		178
2		76		63		146
2		76		65		157
2		73		65		160
2		23		67		180
1		37		75		165
1		36		70		205
1		73		67		147
